1: 67, 81, 72, 176, 24, 65, 21, 149
2: 99, 91, 105, 157, 72, 63, 65, 135
3: 106, 122, 144, 117, 79, 92, 120, 89
4: 161, 102, 163, 138, 138, 87, 132, 130
5: 115, 74, 192, 104, 96, 60, 182, 95
6: 122, 184, 191, 142, 77, 183, 178, 134
7: 192, 104, 191, 142, 182, 95, 178, 134
8: 99, 201, 142, 190, 49, 202, 94, 192
9: 67, 81, 115, 74, 24, 65, 96, 60
10: 72, 176, 122, 184, 21, 149, 77, 183
