1: 116, 67, 288, 132, 116, 76, 274, 94
2: 288, 132, 323, 171, 274, 94, 310, 144
3: 72, 262, 231, 282, 105, 271, 232, 294
4: 231, 282, 308, 234, 232, 294, 298, 208
5: 163, 109, 158, 145, 147, 103, 145, 132
6: 144, 235, 151, 194, 137, 209, 140, 180
7: 151, 167, 214, 176, 137, 151, 190, 155
8: 260, 160, 246, 224, 224, 125, 216, 209
9: 37, 88, 19, 244, 80, 101, 61, 237
